1.000000e-03	1.533708e-03
1.123324e-03	1.783254e-03
1.261857e-03	2.073319e-03
1.417474e-03	2.410451e-03
1.592283e-03	2.802247e-03
1.788650e-03	3.257518e-03
2.009233e-03	3.786471e-03
2.257020e-03	4.400935e-03
2.535364e-03	5.114598e-03
2.848036e-03	5.943296e-03
3.199267e-03	6.905326e-03
3.593814e-03	8.021816e-03
4.037017e-03	9.317122e-03
4.534879e-03	1.081929e-02
5.094138e-03	1.256056e-02
5.722368e-03	1.457792e-02
6.428073e-03	1.691371e-02
7.220809e-03	1.961626e-02
8.111308e-03	2.274060e-02
9.111628e-03	2.634911e-02
1.023531e-02	3.051224e-02
1.149757e-02	3.530915e-02
1.291550e-02	4.082826e-02
1.450829e-02	4.716762e-02
1.629751e-02	5.443511e-02
1.830738e-02	6.274819e-02
2.056512e-02	7.223325e-02
2.310130e-02	8.302432e-02
2.595024e-02	9.526097e-02
2.915053e-02	1.090853e-01
3.274549e-02	1.246377e-01
3.678380e-02	1.420518e-01
4.132012e-02	1.614472e-01
4.641589e-02	1.829227e-01
5.214008e-02	2.065464e-01
5.857021e-02	2.323477e-01
6.579332e-02	2.603071e-01
7.390722e-02	2.903493e-01
8.302176e-02	3.223364e-01
9.326033e-02	3.560655e-01
1.047616e-01	3.912695e-01
1.176812e-01	4.276227e-01
1.321941e-01	4.647511e-01
1.484968e-01	5.022471e-01
1.668101e-01	5.396862e-01
1.873817e-01	5.766467e-01
2.104904e-01	6.127282e-01
2.364489e-01	6.475685e-01
2.656088e-01	6.808566e-01
2.983647e-01	7.123422e-01
3.351603e-01	7.418398e-01
3.764936e-01	7.692287e-01
4.229243e-01	7.944490e-01
4.750810e-01	8.174953e-01
5.336699e-01	8.384080e-01
5.994843e-01	8.572644e-01
6.734151e-01	8.741696e-01
7.564633e-01	8.892478e-01
8.497534e-01	9.026348e-01
9.545485e-01	9.144722e-01
1.072267e+00	9.249015e-01
1.204504e+00	9.340612e-01
1.353048e+00	9.420835e-01
1.519911e+00	9.490924e-01
1.707353e+00	9.552029e-01
1.917910e+00	9.605202e-01
2.154435e+00	9.651399e-01
2.420128e+00	9.691477e-01
2.718588e+00	9.726206e-01
3.053856e+00	9.756267e-01
3.430469e+00	9.782263e-01
3.853529e+00	9.804727e-01
4.328761e+00	9.824126e-01
4.862602e+00	9.840867e-01
5.462277e+00	9.855307e-01
6.135907e+00	9.867757e-01
6.892612e+00	9.878488e-01
7.742637e+00	9.887733e-01
8.697490e+00	9.895697e-01
9.770100e+00	9.902554e-01
1.097499e+01	9.908458e-01
1.232847e+01	9.913541e-01
1.384886e+01	9.917915e-01
1.555676e+01	9.921679e-01
1.747528e+01	9.924918e-01
1.963041e+01	9.927704e-01
2.205131e+01	9.930101e-01
2.477076e+01	9.932164e-01
2.782559e+01	9.933938e-01
3.125716e+01	9.935463e-01
3.511192e+01	9.936776e-01
3.944206e+01	9.937904e-01
4.430621e+01	9.938875e-01
4.977024e+01	9.939710e-01
5.590810e+01	9.940428e-01
6.280291e+01	9.941045e-01
7.054802e+01	9.941576e-01
7.924829e+01	9.942032e-01
8.902151e+01	9.942425e-01
1.000000e+02	9.942763e-01
