1.000000e-03	2.763432e-04
1.123324e-03	3.319853e-04
1.261857e-03	3.988265e-04
1.417474e-03	4.791188e-04
1.592283e-03	5.755663e-04
1.788650e-03	6.914153e-04
2.009233e-03	8.305624e-04
2.257020e-03	9.976845e-04
2.535364e-03	1.198393e-03
2.848036e-03	1.439421e-03
3.199267e-03	1.728839e-03
3.593814e-03	2.076328e-03
4.037017e-03	2.493483e-03
4.534879e-03	2.994194e-03
5.094138e-03	3.595084e-03
5.722368e-03	4.316035e-03
6.428073e-03	5.180801e-03
7.220809e-03	6.217735e-03
8.111308e-03	7.460633e-03
9.111628e-03	8.949711e-03
1.023531e-02	1.073274e-02
1.149757e-02	1.286631e-02
1.291550e-02	1.541732e-02
1.450829e-02	1.846453e-02
1.629751e-02	2.210030e-02
1.830738e-02	2.643241e-02
2.056512e-02	3.158589e-02
2.310130e-02	3.770466e-02
2.595024e-02	4.495292e-02
2.915053e-02	5.351596e-02
3.274549e-02	6.359995e-02
3.678380e-02	7.543037e-02
4.132012e-02	8.924853e-02
4.641589e-02	1.053054e-01
5.214008e-02	1.238521e-01
5.857021e-02	1.451271e-01
6.579332e-02	1.693391e-01
7.390722e-02	1.966460e-01
8.302176e-02	2.271318e-01
9.326033e-02	2.607828e-01
1.047616e-01	2.974654e-01
1.176812e-01	3.369115e-01
1.321941e-01	3.787120e-01
1.484968e-01	4.223252e-01
1.668101e-01	4.670989e-01
1.873817e-01	5.123065e-01
2.104904e-01	5.571927e-01
2.364489e-01	6.010236e-01
2.656088e-01	6.431332e-01
2.983647e-01	6.829614e-01
3.351603e-01	7.200787e-01
3.764936e-01	7.541955e-01
4.229243e-01	7.851591e-01
4.750810e-01	8.129391e-01
5.336699e-01	8.376062e-01
5.994843e-01	8.593090e-01
6.734151e-01	8.782498e-01
7.564633e-01	8.946639e-01
8.497534e-01	9.088013e-01
9.545485e-01	9.209139e-01
1.072267e+00	9.312447e-01
1.204504e+00	9.400220e-01
1.353048e+00	9.474550e-01
1.519911e+00	9.537320e-01
1.707353e+00	9.590205e-01
1.917910e+00	9.634672e-01
2.154435e+00	9.672001e-01
2.420128e+00	9.703292e-01
2.718588e+00	9.729492e-01
3.053856e+00	9.751408e-01
3.430469e+00	9.769725e-01
3.853529e+00	9.785024e-01
4.328761e+00	9.797795e-01
4.862602e+00	9.808450e-01
5.462277e+00	9.817336e-01
6.135907e+00	9.824745e-01
6.892612e+00	9.830920e-01
7.742637e+00	9.836066e-01
8.697490e+00	9.840353e-01
9.770100e+00	9.843924e-01
1.097499e+01	9.846899e-01
1.232847e+01	9.849376e-01
1.384886e+01	9.851439e-01
1.555676e+01	9.853157e-01
1.747528e+01	9.854587e-01
1.963041e+01	9.855778e-01
2.205131e+01	9.856769e-01
2.477076e+01	9.857595e-01
2.782559e+01	9.858282e-01
3.125716e+01	9.858853e-01
3.511192e+01	9.859330e-01
3.944206e+01	9.859726e-01
4.430621e+01	9.860056e-01
4.977024e+01	9.860330e-01
5.590810e+01	9.860559e-01
6.280291e+01	9.860749e-01
7.054802e+01	9.860908e-01
7.924829e+01	9.861039e-01
8.902151e+01	9.861149e-01
1.000000e+02	9.861240e-01
