1.000000e-03	2.267793e-01
1.123324e-03	2.836055e-01
1.261857e-03	3.546697e-01
1.417474e-03	4.435384e-01
1.592283e-03	5.546711e-01
1.788650e-03	6.936436e-01
2.009233e-03	8.674268e-01
2.257020e-03	1.084735e+00
2.535364e-03	1.356463e+00
2.848036e-03	1.696225e+00
3.199267e-03	2.121036e+00
3.593814e-03	2.652158e+00
4.037017e-03	3.316148e+00
4.534879e-03	4.146173e+00
5.094138e-03	5.183639e+00
5.722368e-03	6.480212e+00
6.428073e-03	8.100330e+00
7.220809e-03	1.012430e+01
8.111308e-03	1.265212e+01
9.111628e-03	1.580818e+01
1.023531e-02	1.974698e+01
1.149757e-02	2.466011e+01
1.291550e-02	3.078465e+01
1.450829e-02	3.841318e+01
1.629751e-02	4.790552e+01
1.830738e-02	5.970239e+01
2.056512e-02	7.434063e+01
2.310130e-02	9.246984e+01
2.595024e-02	1.148693e+02
2.915053e-02	1.424640e+02
3.274549e-02	1.763363e+02
3.678380e-02	2.177306e+02
4.132012e-02	2.680443e+02
4.641589e-02	3.287989e+02
5.214008e-02	4.015816e+02
5.857021e-02	4.879500e+02
6.579332e-02	5.892930e+02
7.390722e-02	7.066486e+02
8.302176e-02	8.404885e+02
9.326033e-02	9.904975e+02
1.047616e-01	1.155388e+03
1.176812e-01	1.332802e+03
1.321941e-01	1.519355e+03
1.484968e-01	1.710836e+03
1.668101e-01	1.902565e+03
1.873817e-01	2.089837e+03
2.104904e-01	2.268376e+03
2.364489e-01	2.434696e+03
2.656088e-01	2.586329e+03
2.983647e-01	2.721880e+03
3.351603e-01	2.840938e+03
3.764936e-01	2.943905e+03
4.229243e-01	3.031769e+03
4.750810e-01	3.105893e+03
5.336699e-01	3.167824e+03
5.994843e-01	3.219150e+03
6.734151e-01	3.261404e+03
7.564633e-01	3.295997e+03
8.497534e-01	3.324191e+03
9.545485e-01	3.347085e+03
1.072267e+00	3.365619e+03
1.204504e+00	3.380588e+03
1.353048e+00	3.392653e+03
1.519911e+00	3.402363e+03
1.707353e+00	3.410167e+03
1.917910e+00	3.416433e+03
2.154435e+00	3.421460e+03
2.420128e+00	3.425491e+03
2.718588e+00	3.428721e+03
3.053856e+00	3.431307e+03
3.430469e+00	3.433379e+03
3.853529e+00	3.435037e+03
4.328761e+00	3.436364e+03
4.862602e+00	3.437426e+03
5.462277e+00	3.438275e+03
6.135907e+00	3.438955e+03
6.892612e+00	3.439498e+03
7.742637e+00	3.439933e+03
8.697490e+00	3.440281e+03
9.770100e+00	3.440559e+03
1.097499e+01	3.440781e+03
1.232847e+01	3.440959e+03
1.384886e+01	3.441101e+03
1.555676e+01	3.441215e+03
1.747528e+01	3.441306e+03
1.963041e+01	3.441379e+03
2.205131e+01	3.441437e+03
2.477076e+01	3.441483e+03
2.782559e+01	3.441521e+03
3.125716e+01	3.441550e+03
3.511192e+01	3.441574e+03
3.944206e+01	3.441593e+03
4.430621e+01	3.441608e+03
4.977024e+01	3.441621e+03
5.590810e+01	3.441630e+03
6.280291e+01	3.441638e+03
7.054802e+01	3.441644e+03
7.924829e+01	3.441649e+03
8.902151e+01	3.441653e+03
1.000000e+02	3.441656e+03
